Size (fileB,fileA,uniqAB);Serial Score;Serial LCS Time;Parallel Score;Parallel LCS Time;Execution
(10,7,6);5;0.000001;5;0.000002;1
(10,7,6);5;0.000001;5;0.000002;2
(10,7,6);5;0.000001;5;0.000002;3
(10,7,6);5;0.000001;5;0.000002;4
(10,7,6);5;0.000001;5;0.000002;5
(10,7,6);5;0.000001;5;0.000001;6
(10,7,6);5;0.000001;5;0.000002;7
(10,7,6);5;0.000001;5;0.000002;8
(10,7,6);5;0.000001;5;0.000002;9
(10,7,6);5;0.000001;5;0.000001;10
(10,7,6);5;0.000001;5;0.000001;11
(10,7,6);5;0.000001;5;0.000001;12
(10,7,6);5;0.000001;5;0.000002;13
(10,7,6);5;0.000001;5;0.000002;14
(10,7,6);5;0.000001;5;0.000002;15
(10,7,6);5;0.000001;5;0.000002;16
(10,7,6);5;0.000001;5;0.000002;17
(10,7,6);5;0.000001;5;0.000001;18
(10,7,6);5;0.000001;5;0.000002;19
(10,7,6);5;0.000001;5;0.000002;20
(846,756,20);302;0.003566;302;0.004467;1
(846,756,20);302;0.003187;302;0.003778;2
(846,756,20);302;0.003025;302;0.003837;3
(846,756,20);302;0.002999;302;0.003851;4
(846,756,20);302;0.003014;302;0.003818;5
(846,756,20);302;0.003048;302;0.003800;6
(846,756,20);302;0.003014;302;0.003800;7
(846,756,20);302;0.003012;302;0.003796;8
(846,756,20);302;0.003001;302;0.003792;9
(846,756,20);302;0.003118;302;0.003808;10
(846,756,20);302;0.003063;302;0.003812;11
(846,756,20);302;0.003022;302;0.004015;12
(846,756,20);302;0.003128;302;0.003897;13
(846,756,20);302;0.003012;302;0.003860;14
(846,756,20);302;0.003013;302;0.003781;15
(846,756,20);302;0.003055;302;0.003801;16
(846,756,20);302;0.003001;302;0.003781;17
(846,756,20);302;0.003000;302;0.003805;18
(846,756,20);302;0.003004;302;0.003786;19
(846,756,20);302;0.003044;302;0.003780;20
(29610,26460,20);10706;3.998827;10706;4.467596;1
(29610,26460,20);10706;3.970115;10706;4.503715;2
(29610,26460,20);10706;3.969412;10706;4.588166;3
(29610,26460,20);10706;4.023751;10706;4.576384;4
(29610,26460,20);10706;4.005567;10706;4.559639;5
(29610,26460,20);10706;3.971641;10706;4.472060;6
(29610,26460,20);10706;3.973194;10706;4.468304;7
(29610,26460,20);10706;3.973329;10706;4.478726;8
(29610,26460,20);10706;3.970274;10706;4.467138;9
(29610,26460,20);10706;3.977096;10706;4.483038;10
(29610,26460,20);10706;4.006047;10706;4.521090;11
(29610,26460,20);10706;3.972159;10706;4.468035;12
(29610,26460,20);10706;4.001532;10706;4.504708;13
(29610,26460,20);10706;4.002896;10706;4.502752;14
(29610,26460,20);10706;3.969750;10706;4.467593;15
(29610,26460,20);10706;4.003097;10706;4.502141;16
(29610,26460,20);10706;3.972468;10706;4.479906;17
(29610,26460,20);10706;4.010144;10706;4.526635;18
(29610,26460,20);10706;4.005098;10706;4.557948;19
(29610,26460,20);10706;4.013026;10706;4.510648;20
