Size (fileB,fileA,uniqAB);Serial Score;Serial LCS Time;Parallel Score;Parallel LCS Time;Execution
(10,7,6);5;0.000004;5;0.000006;1
(10,7,6);5;0.000004;5;0.000006;2
(10,7,6);5;0.000004;5;0.000006;3
(10,7,6);5;0.000004;5;0.000006;4
(10,7,6);5;0.000004;5;0.000006;5
(10,7,6);5;0.000004;5;0.000006;6
(10,7,6);5;0.000004;5;0.000006;7
(10,7,6);5;0.000004;5;0.000006;8
(10,7,6);5;0.000003;5;0.000004;9
(10,7,6);5;0.000003;5;0.000004;10
(10,7,6);5;0.000003;5;0.000004;11
(10,7,6);5;0.000002;5;0.000003;12
(10,7,6);5;0.000002;5;0.000003;13
(10,7,6);5;0.000002;5;0.000003;14
(10,7,6);5;0.000001;5;0.000002;15
(10,7,6);5;0.000002;5;0.000003;16
(10,7,6);5;0.000002;5;0.000003;17
(10,7,6);5;0.000002;5;0.000002;18
(10,7,6);5;0.000002;5;0.000003;19
(10,7,6);5;0.000001;5;0.000002;20
(846,756,20);302;0.004447;302;0.004775;1
(846,756,20);302;0.003330;302;0.003801;2
(846,756,20);302;0.003056;302;0.003785;3
(846,756,20);302;0.003031;302;0.003832;4
(846,756,20);302;0.003026;302;0.003777;5
(846,756,20);302;0.003009;302;0.003825;6
(846,756,20);302;0.003025;302;0.003833;7
(846,756,20);302;0.003038;302;0.003789;8
(846,756,20);302;0.003022;302;0.003848;9
(846,756,20);302;0.003033;302;0.003946;10
(846,756,20);302;0.002996;302;0.003791;11
(846,756,20);302;0.003014;302;0.003782;12
(846,756,20);302;0.003008;302;0.003815;13
(846,756,20);302;0.003012;302;0.003794;14
(846,756,20);302;0.003007;302;0.004944;15
(846,756,20);302;0.003000;302;0.003803;16
(846,756,20);302;0.003015;302;0.003995;17
(846,756,20);302;0.003017;302;0.003899;18
(846,756,20);302;0.002999;302;0.003795;19
(846,756,20);302;0.003013;302;0.003794;20
(29610,26460,20);10706;4.008673;10706;4.506710;1
(29610,26460,20);10706;4.028815;10706;4.489884;2
